,App,Size,Price,user_rating,Ratings,cont_rating,Genre,language
1633,Infect Them All 2 : Zombies,42951284,0.99,2630,5.0,12+,Games,2
1634,Injustice: Gods Among Us,1829599232,0.0,612532,4.5,12+,Games,13
1635,我想有个家,123449344,0.0,115,4.5,4+,Games,1
1636,Dr. Panda Daycare,79133696,2.99,401,4.0,4+,Education,15
1637,InstaLogo Logo Creator - Graphic design maker,123656192,2.99,6263,4.5,4+,Business,28
1638,Ingress,126825472,0.0,2739,3.5,9+,Games,16
1639,Sky Guide: View Stars Night or Day,175430656,2.99,22100,5.0,4+,Reference,11
1640,"InstaSize: Photo Editor, Picture Effects & Collage",99624960,0.0,15605,4.0,4+,Photo & Video,23
1641,SpongeBob Moves In,634097664,2.99,18758,4.0,4+,Games,9
1642,Minigore 2: Zombies,138681344,1.99,3164,4.5,17+,Games,1
1643,Incredipede,77213696,3.99,108,3.0,4+,Games,1
1644,Lumosity - Brain Training,214962176,0.0,96534,4.5,4+,Education,6
1645,Checkout 51: Grocery Coupons & Cash Back Savings,18385920,0.0,4878,4.0,4+,Shopping,3
1646,"Retrica - Selfie Camera with Filter, Sticker & GIF",112688128,0.0,11021,4.5,4+,Photo & Video,16
1647,TapeACall Pro - Call Recorder For Phone Calls,49825792,9.99,2951,4.0,4+,Business,32
1648,Yahoo Mail - Keeps You Organized!,177899520,0.0,113709,4.0,4+,Productivity,45
1649,TeamSpeak 3,27543552,4.99,697,2.5,17+,Social Networking,4
1650,车轮查违章-2017全国车辆违章查询助手,69116928,0.0,129,4.5,4+,Travel,2
1651,Bridge Constructor Playground,82499584,1.99,1628,4.5,4+,Games,13
1652,Grand Theft Auto: Vice City,1161168896,4.99,20113,4.0,17+,Games,8
1653,Fish Out Of Water!,72671232,0.99,11000,4.5,4+,Games,13
1654,Threema,24925184,2.99,196,4.5,4+,Social Networking,9
1655,MyScript Calculator - Handwriting calculator,21319680,0.0,16555,4.5,4+,Productivity,11
1656,Wells Fargo for iPad,67862528,0.0,2207,2.5,4+,Finance,2
1657,SmartNews - Trending News & Stories,26681344,0.0,4645,4.0,17+,News,2
1658,"Alarm Clock Sleep Sounds Pro: Guided Meditation for Relaxation Cycle, Hypnosis and insomnia",89534464,6.99,235,4.5,4+,Health & Fitness,6
1659,Followers + EA - Analytics for Instagram,19306496,0.99,482,2.5,12+,Social Networking,29
1660,通信量チェッカー,12864512,0.0,0,0.0,4+,Utilities,2
1661,Blitz Brigade: Multiplayer FPS shooter online!,1024388096,0.0,41266,4.5,17+,Games,11
1662,一起捕鱼 - 欢乐街机电玩城,110405632,0.0,0,0.0,12+,Games,1
1663,Megapolis,136165376,0.0,28902,4.5,4+,Games,10
1664,The Silent Age,1522363392,0.0,16852,4.5,12+,Games,1
1665,VoiceTra(Voice Translator),14505984,0.0,0,0.0,4+,Travel,4
1666,Lep's World 3 Plus - the super best platformer games,70962176,0.99,4678,4.5,4+,Games,19
1667,Elmo Loves 123s,520400896,4.99,95,3.5,4+,Games,1
1668,地元の掲示板「ジモティー」地元でカンタン！フリマよりもお得！,108883968,0.0,0,0.0,4+,Shopping,1
1669,Athletics: Summer Sports (Full Version),85116928,0.99,365,4.5,4+,Games,1
1670,WWF Together,1272736768,0.0,1385,4.5,4+,Education,5
1671,Radio - USA,56379392,0.0,109,4.0,4+,Entertainment,15
1672,Cliff Diving Champ,51728384,0.99,61,4.5,4+,Games,1
1673,"ElfYourself by Office Depot, Inc.",109844480,0.0,12177,4.0,4+,Entertainment,4
1674,今日头条(专业版) - 推荐热点新闻资讯、娱乐视频,108479488,0.99,128,4.5,17+,News,2
1675,TimeStamp Photo with GPS Address Location,671744,1.99,93,2.5,4+,Photo & Video,1
1676,Sonic Dash,186687488,0.0,418033,4.5,4+,Games,7
1677,"Instant Fitness : 600+ exercises, 100+ workouts, home, exercise workout trainer, 7 minute workout, on-the-go personal mobile fitness trainer by Fitness Buddy and Instant Heart Rate",80175104,9.99,571,4.5,4+,Health & Fitness,1
1678,"SeatGeek – Tickets to Sports, Concerts & Broadway",68196352,0.0,6088,4.5,4+,Entertainment,1
1679,Rocket Video for Google Cast and Chromecast to TV,48523264,1.99,4806,5.0,17+,Productivity,5
1680,途家-全球公寓民宿预订平台,76228608,0.0,17,4.5,12+,Travel,1
1681,AVP: Evolution,875347968,2.99,4996,4.5,12+,Games,8
1682,Deer Hunter Classic,185881600,0.0,179111,4.5,17+,Games,12
1683,零基础学音标,319086592,0.99,12,4.5,4+,Education,2
1684,Naughty or Nice Scan Free,18944000,0.0,729,3.5,4+,Entertainment,2
1685,Garmin Connect™ Mobile,285233152,0.0,8341,3.0,4+,Health & Fitness,29
1686,BookScanner App,13821952,1.99,160,4.0,4+,Book,22
1687,中国移动手机营业厅(中国移动官方),62429184,0.0,82,2.5,4+,Utilities,1
1688,Cubasis 2 - Mobile Music Creation System,1032812544,49.99,297,4.0,4+,Music,1
1689,买火车票Pro,4255744,4.99,14,5.0,4+,Productivity,1
1690,ZEDGE™ Ringtones,52864000,0.0,9010,3.5,12+,Entertainment,12
1691,Napster - Top Music & Radio,184817664,0.0,14268,4.0,12+,Music,11
1692,Warbits,185147392,4.99,1051,4.5,9+,Games,1
1693,Google Maps - Navigation & Transit,120232960,0.0,154911,4.5,12+,Navigation,34
1694,Super Stickman Golf 2,96925696,0.0,46859,4.5,4+,Games,1
1695,PicTapGo,32724992,1.99,1175,4.5,4+,Photo & Video,6
1696,肌年齢診断,2134631,0.0,0,0.0,4+,Entertainment,2
1697,Dr. Panda Veggie Garden,159403008,2.99,124,4.0,4+,Education,15
1698,QRコードリーダー for iPhone,4803584,0.0,0,0.0,4+,Productivity,2
1699,Ski Jumping Pro,233041920,0.99,308,4.0,4+,Games,22
1700,Wild Kratts Creature Power,100749312,1.99,155,3.5,4+,Games,1
1701,iMaps+ for Google Maps ™ and Street View ™ : Transit and Offline Contacts,18010112,2.99,1225,4.0,4+,Navigation,1
1702,Alphabet Aquarium School Adventure Vol 1: Teachme Letters - Animated Puzzle Games for Preschool and Kindergarten Explorers by 22learn,56923703,1.99,150,4.0,4+,Games,1
1703,Amaziograph,21285888,0.99,181,4.0,4+,Entertainment,1
1704,Monash University Low FODMAP Diet,48359424,7.99,159,3.5,12+,Medical,2
1705,火车票Pro for 12306,22281216,0.99,76,5.0,4+,Travel,2
1706,Santa Tracker Christmas Free,49776640,0.0,134,3.5,4+,Entertainment,6
1707,Block Fortress,343504896,1.99,15430,4.5,12+,Games,1
1708,ABCmouse.com - Early Learning Academy,266735616,0.0,18749,4.5,4+,Education,1
1709,Golf Live Extra,11104256,0.0,840,3.0,4+,Sports,1
1710,Microsoft Word,334425088,0.0,47999,4.5,4+,Productivity,33
1711,Microsoft PowerPoint,336831488,0.0,10939,4.0,4+,Productivity,33
1712,Coin Party: Carnival Pusher,221737984,0.0,2057,4.5,12+,Games,1
1713,Microsoft Excel,323411968,0.0,24430,4.5,4+,Productivity,33
1714,ウィズダム英和・和英辞典 2,265569280,23.99,5,5.0,4+,Reference,2
1715,STAR WARS™: FORCE COLLECTION,373793792,0.0,3936,4.0,4+,Games,1
1716,Smart Alarm Clock : sleep cycle & snoring recorder,49837056,0.0,3779,4.0,4+,Health & Fitness,9
1717,丸亀製麺,15577088,0.0,0,0.0,4+,Food & Drink,2
1718,PicsArt Photo Studio: Collage Maker & Pic Editor,124726272,0.0,29078,4.5,12+,Photo & Video,21
1719,1 Second Everyday: Video Diary,114876416,4.99,2433,3.5,4+,Photo & Video,1
1720,The Walking Dead: Dead Yourself,109892608,0.0,2369,4.5,17+,Entertainment,8
1721,Bokeh Lens,3923968,0.99,206,4.0,4+,Photo & Video,1
1722,Score Darts,8620032,3.99,105,4.5,4+,Sports,1
1723,"ProTracker Plus Weight, Calorie & Exercise Tracker",75834368,2.99,2319,4.5,4+,Health & Fitness,2
1724,VSCO,98576384,0.0,11174,3.5,12+,Photo & Video,16
1725,Moto Madness - 3d Motor Bike Stunt Racing Game,32718397,0.99,13,3.0,4+,Games,1
1726,Baidu Videos,142116864,0.0,1,5.0,17+,Entertainment,2
1727,"Drawing Desk - Draw, Paint, Doodle & Sketch board",116443136,0.0,11040,4.0,4+,Productivity,11
1728,Alpaca World HD+,229460992,0.0,1191,4.5,4+,Games,1
1729,"SportsManias: Sports Emojis, Fantasy & Team News",53601280,0.0,2431,4.5,12+,Sports,1
1730,Open Food Facts,6660096,0.0,1,1.0,4+,Food & Drink,1
1731,Gym Log+ — Workout and Fitness Tracker,76704768,4.99,50,4.0,4+,Health & Fitness,11
1732,2XL Snocross,141524992,1.99,181,4.0,4+,Games,5
1733,H&M,27372544,0.0,687,3.0,4+,Shopping,6
1734,"7-Eleven, Inc.",42894336,0.0,1356,2.5,4+,Food & Drink,1
1735,METAL SLUG 2,83660800,2.99,421,4.5,9+,Games,2
1736,ゲオ　クーポンが貰える！ゲーム予約もできる！,34163712,0.0,0,0.0,17+,Entertainment,1
1737,Plant Nanny - Water Reminder with Cute Plants,74738688,0.0,27421,4.5,4+,Health & Fitness,12
1738,Little Inferno HD,121733120,4.99,2145,4.5,12+,Games,7
1739,First Grade Learning Games (School Edition),22910976,3.99,7,3.5,4+,Education,1
1740,Hardcore Dirt Bike 2,47202304,1.99,26,3.0,9+,Games,1
1741,Slots Discovery,65385472,0.0,754,4.0,12+,Games,3
1742,bloxorz,28262400,0.99,56,4.0,4+,Games,16
1743,Musi - Unlimited Music For YouTube,16686080,0.0,25193,4.5,17+,Music,2
1744,返利-专注网购省钱的APP,72076288,0.0,97,4.0,17+,Shopping,2
1745,家园7：雪城增强版,47350282,0.99,3,3.5,4+,Games,12
1746,Endless Alphabet,76482560,8.99,10534,5.0,4+,Education,1
1747,CARROT To-Do - Talking Task List,7669760,2.99,11322,5.0,9+,Productivity,1
1748,Photo and Video Transfer over wifi app,9756672,2.99,307,4.5,4+,Productivity,6
1749,BeautyCam - AR Carnie selfie,161335296,0.0,2082,5.0,4+,Photo & Video,6
1750,サクサクチェッカー 最適化  -  iChecker,33414144,0.0,0,0.0,4+,Entertainment,1
1751,Vine Camera,51642368,0.0,90355,3.5,4+,Photo & Video,25
1752,Flick Champions Winter Sports,92662784,0.99,2505,4.5,4+,Games,1
1753,CloudApp Mobile,15023104,1.99,130,2.0,4+,Productivity,1
1754,teamLabBody-3D Motion Human Anatomy-,131316736,24.99,1,1.0,12+,Medical,2
1755,Units Plus Converter - Convert Any Unit & Currency,6323200,3.99,525,4.5,4+,Utilities,1
1756,Gin Rummy Pro,68932608,1.99,1941,4.5,4+,Games,1
1757,Trenches II,256817152,0.99,2232,4.5,12+,Games,5
1758,Solitaire·,24890368,0.0,66002,4.5,4+,Games,18
1759,天猫HD,213117952,0.0,198,4.5,17+,Shopping,2
1760,仙劍奇俠傳1 DOS懷舊版,308125696,1.99,104,4.0,4+,Games,3
1761,家計簿マネーフォワード-自動連携で簡単 人気の家計簿,186056704,0.0,14,5.0,17+,Finance,2
1762,Pearl's Peril - Hidden Object Adventures,278532096,0.0,41428,4.5,9+,Games,14
1763,Star Wars™ Pinball 5,89981952,1.99,3025,4.5,9+,Games,1
1764,Bombsquad - Defuse the Bomb,240980992,4.99,96,3.0,12+,Games,1
1765,4 Bilder 1 Wort,118532096,0.0,2,2.5,12+,Games,1
1766,BringGo Western Europe,135656448,0.99,0,0.0,4+,Navigation,1
1767,Baby Care & Dress Up - Love & Have Fun with Babies,123812864,0.0,5230,4.0,4+,Games,11
1768,4 Pics 1 Word,131642368,0.0,80308,4.5,12+,Games,1
1769,Marvel Pinball,87406592,0.99,2298,4.0,9+,Games,1
1770,Temple Run: Oz,218399744,1.99,14912,4.0,9+,Games,10
1771,4 Images 1 Mot,130438144,0.0,78,4.0,4+,Games,1
1772,PhotoPills,39256064,9.99,166,4.5,4+,Photo & Video,6
1773,Theory Test and Hazard Perception Pro,552239104,3.99,0,0.0,4+,Education,1
1774,Nick,38045696,0.0,13237,3.5,4+,Entertainment,13
1775,Despicable Me: Minion Rush,147123200,0.0,464312,4.5,9+,Games,16
1776,Worms3,361828352,4.99,4422,4.0,9+,Games,8
1777,Essential Anatomy 5,843794432,19.99,2747,4.5,12+,Medical,1
1778,HabitSeed,15147008,0.99,53,4.5,4+,Health & Fitness,25
1779,Speech Jammer,35823616,0.0,1205,3.0,4+,Entertainment,2
1780,Real Basketball,70336512,0.0,198050,4.5,4+,Games,1
1781,Plants vs. Zombies™ 2,98507776,0.0,267394,4.5,9+,Games,6
1782,尚品网 - 全球精品高端时尚购物网站,71242752,0.0,0,0.0,4+,Shopping,2
1783,Clear Vision 2,34690172,0.99,10477,4.5,17+,Games,1
1784,Perfect Video - Video Editor & Movie Maker (Pro),20610048,3.99,594,4.5,4+,Photo & Video,19
1785,Kingdom Rush Frontiers,292712448,1.99,6419,4.5,9+,Games,1
1786,Kingdom Rush Frontiers HD,438824960,2.99,11447,5.0,9+,Games,1
1787,CSR Classics,1080938496,0.0,43770,4.5,4+,Games,5
1788,Disney Junior Appisodes,394020864,0.0,6009,3.5,4+,Entertainment,2
1789,Sleep Meister - Sleep Cycle Alarm,16607232,0.99,34,4.0,4+,Health & Fitness,2
1790,Sleep Meister - Sleep Cycle Alarm Lite,23047168,0.0,445,4.5,4+,Health & Fitness,2
1791,Mr. Crab,133768192,0.0,9875,4.5,4+,Games,9
1792,InstaBeauty -Camera&Photo Editor&Pic Collage Maker,88886272,0.0,4818,4.5,4+,Photo & Video,3
1793,UNiDAYS: Student Discounts for Shopping Top Brands,67586048,0.0,53,2.5,4+,Shopping,15
1794,"FanDuel - Daily Fantasy Baseball, Golf & Sports",89138176,0.0,8014,4.5,17+,Sports,1
1795,Second Grade Learning Games,20853760,2.99,322,4.5,4+,Education,1
1796,School of Chaos Online MMORPG,209825792,0.0,5237,4.5,12+,Games,1
1797,Minecraft: Papercraft Studio,82397184,2.99,1044,4.5,4+,Games,1
1798,LGV Theory Test and Hazard Perception,543456256,9.99,0,0.0,4+,Education,1
1799,Speakaboos Reading App: Stories & Songs for Kids,76558336,0.0,440,4.0,4+,Education,1
1800,银联钱包- 银行卡管家，扫码支付享优惠,91323392,0.0,9,3.5,17+,Finance,1
1801,Papa's Burgeria To Go!,43646976,0.99,570,4.5,4+,Games,16
1802,Pictoword: Fun 2 Pics Guess What's the Word Trivia,126216192,0.0,186089,5.0,4+,Games,1
1803,"SFind Premium Search for Spotify, YouTube & iTunes",8078336,2.99,411,3.0,4+,Entertainment,15
1804,Junk Jack,161118208,4.99,6891,4.5,4+,Games,1
1805,Ridiculous Fishing - A Tale of Redemption,49524736,2.99,9095,4.5,12+,Games,1
1806,Cover Orange 2: Journey,84934656,0.99,10604,4.5,4+,Games,11
1807,CVS,78570496,0.0,12402,4.5,17+,Shopping,2
1808,A Beautiful Mess,63549440,0.99,4251,4.0,4+,Photo & Video,1
1809,Smash Hit,97505280,0.0,126233,4.5,4+,Games,9
1810,Sprinkle Islands,48369664,1.99,2972,4.5,4+,Games,9
1811,Racing Rivals,339898368,0.0,55548,4.0,4+,Games,8
1812,Little Inferno,48181248,2.99,418,4.0,12+,Games,6
1813,Get Drunk Not Fat,32999424,0.99,19,2.5,17+,Food & Drink,1
1814,Photon Safe Web Browser with Flash Player for Kids,34903040,4.99,53,2.5,4+,Education,10
1815,Pirate Power,112133120,0.0,2555,4.5,9+,Games,2
1816,Hunting Simulator,67679232,2.99,50,3.5,12+,Sports,1
1817,Iron Force,124666880,0.0,141634,5.0,17+,Games,12
1818,Facetune,61157376,3.99,7643,4.5,4+,Photo & Video,12
1819,Solitaire Classic Card Game™,141391872,0.0,22079,4.5,4+,Games,1
1820,RPG AVABEL ONLINE,135512064,0.0,10514,4.5,9+,Games,2
1821,Fireman Sam - Fire & Rescue,215833600,1.99,38,3.5,4+,Games,10
1822,Glow Puzzle,24502272,1.99,2374,4.5,4+,Games,1
1823,"MOLDIV - Photo Editor, Collage & Beauty Camera",120056832,0.0,39501,4.5,4+,Photo & Video,18
1824,Farm Heroes Saga,262421504,0.0,187579,4.5,4+,Games,14
1825,腾讯微云HD-安全备份共享文件和照片,61128704,0.0,138,4.0,4+,Productivity,1
1826,IMPOSSIBLE ROAD,128262144,2.99,8249,4.0,4+,Games,1
1827,X-War: Clash of Zombies,42917888,0.0,17254,5.0,9+,Games,3
1828,Cut the Rope: Time Travel,67177472,0.99,9003,5.0,4+,Games,10
1829,Cut the Rope: Time Travel HD,118273024,0.99,4294,4.5,4+,Games,10
1830,Dr. Panda Supermarket,138589184,2.99,342,4.0,4+,Education,19
1831,실시간 날씨,5292032,0.0,12,3.5,4+,Weather,1
1832,FINAL FANTASY V,167030784,14.99,1808,4.5,9+,Games,12
1833,Alarmy Pro (Sleep If U Can) - Alarm Clock,170882048,1.99,964,4.5,4+,Lifestyle,32
1834,Theory Test for Car Drivers - Driving Test Success,65107968,2.99,1,1.0,4+,Education,1
1835,Hazard Perception Mega Pack - Driving Test Success,902940672,2.99,0,0.0,4+,Education,1
1836,Multiplayer for Minecraft PE,33418240,2.99,35109,4.0,4+,Games,1
1837,Infinity Blade III,3013255168,0.99,37673,4.0,12+,Games,18
1838,易经全集-[有声读物],211591168,0.99,0,0.0,4+,Reference,1
1839,Asphalt 8: Airborne,1777940480,0.0,188568,4.5,12+,Games,15
1840,Frozen: Storybook Deluxe - Now with Frozen Fever!,1223352320,4.99,903,3.5,4+,Entertainment,5
1841,Duck Life,235831296,0.99,1257,4.0,4+,Games,1
1842,Star Wars®: Knights of the Old Republic™,2469642240,9.99,8767,4.0,12+,Games,5
1843,PlayKids - Educational Cartoons and Games for Kids,376676352,0.0,2196,4.0,4+,Education,8
1844,WRAL Weather Alert,68850688,0.0,25,3.0,4+,Weather,30
1845,Face Swap and Copy Free – Switch & Fusion Faces in a Photo,11411456,0.0,431,4.0,4+,Catalogs,1
1846,InstaMag - Free Pic and Photo Collage Maker,95378432,0.0,16221,4.5,4+,Photo & Video,4
1847,Ghost Observer - ghost detector & spirit radar,51575808,0.0,1193,3.5,9+,Entertainment,8
1848,Videoshop - Video Editor,140902400,1.99,57878,4.5,4+,Photo & Video,8
1849,Redline Rush,53620736,0.99,1766,4.5,4+,Games,30
1850,海鮮!!すし街道,108208128,4.99,0,0.0,4+,Games,1
1851,"Village Life: Love, Marriage and Babies",502828032,0.0,116620,4.5,4+,Games,8
1852,Eyes - the horror game,103088128,0.99,567,4.5,12+,Games,1
1853,Slow Shutter!,2039808,1.99,230,4.0,4+,Photo & Video,1
1854,Hopscotch,117678080,0.0,4057,4.5,4+,Education,3
1855,楽天市場 for iPad,13448192,0.0,6,4.0,4+,Lifestyle,1
1856,Cute CUT Pro - Full Featured Video Editor,52002816,5.99,1478,4.0,4+,Photo & Video,12
1857,Farm Story 2™,112607232,0.0,13142,4.0,4+,Games,8
1858,Teenage Mutant Ninja Turtles: Rooftop Run,149581824,3.99,15398,4.0,9+,Games,7
1859,Covet Fashion - The Game for Dresses & Shopping,112668672,0.0,75034,4.0,4+,Games,6
1860,驾校一点通-保过版，2017最新驾考学车宝典,102477824,0.0,16,4.5,17+,Education,2
1861,"ameli, l'Assurance Maladie",44564480,0.0,8,4.0,4+,Health & Fitness,1
1862,【マイナビバイト大学生版】大学生のバイト探し・アルバイト求人,40026112,0.0,0,0.0,4+,Lifestyle,1
1863,Design This Castle,243441664,0.0,2500,4.0,4+,Games,1
1864,Oldify - Old Face Photo Booth App,97549312,0.99,864,4.5,4+,Entertainment,13
1865,Prime Photos from Amazon,76257280,0.0,10511,4.0,4+,Photo & Video,9
1866,BeautyPlus - Selfie Camera for a Beautiful Image,128229376,0.0,7503,5.0,4+,Photo & Video,9
1867,英熟語ターゲット1000（4訂版）,70040576,4.99,0,0.0,4+,Education,2
1868,Survivalcraft,55344128,3.99,19784,4.0,9+,Games,1
1869,Talking Ginger 2,81372160,0.0,8311,4.5,4+,Entertainment,13
1870,Dr. Panda Beauty Salon,154353664,2.99,527,4.5,4+,Education,19
1871,Heads Up!,90467328,0.99,9567,4.5,12+,Games,2
1872,World of Cubes Survival Craft,187049984,0.0,2758,4.0,9+,Games,1
1873,PDF Export - Photos to PDF and Converter,58659840,2.99,41,3.5,4+,Business,29
1874,Bloons TD Battles,107245568,0.0,67861,4.5,9+,Games,1
1875,Where's My Mickey?,130893824,1.99,2846,4.0,9+,Games,11
1876,Hearthstone,2405958656,0.0,34694,4.0,12+,Games,12
1877,Geometry Dash,83931136,1.99,266440,5.0,4+,Games,1
1878,Sproggiwood,438601728,4.99,105,4.5,12+,Games,1
1879,HairTech-Head Sheets,5907456,2.99,14,3.0,4+,Productivity,1
1880,Stupid Test!,31798272,0.0,2485,4.5,4+,Games,1
1881,Eurovision Song Contest - The Official App,71026688,0.0,68,3.0,12+,Entertainment,2
1882,The Fast Metabolism Diet– customized meal planning,36395008,2.99,261,3.5,4+,Health & Fitness,1
1883,MLB.com Home Run Derby 17,232590336,0.0,100035,4.5,4+,Games,1
1884,Faded - Photo Editor,118618112,1.99,24530,4.5,4+,Photo & Video,5
1885,Sorcery!,170172416,4.99,662,4.0,12+,Games,1
1886,Sorcery! 2,270895104,4.99,308,5.0,12+,Games,1
1887,OPM Alert,30252032,0.0,172,2.0,4+,News,1
1888,Doodle Jump Easter Special,17430528,0.0,900,4.5,4+,Games,1
1889,Icon Pop Song,52387840,0.0,2199,4.5,4+,Games,1
1890,Yahoo Weather,123047936,0.0,112603,4.5,4+,Weather,39
1891,Draw Rider Plus,37103616,1.99,1490,4.5,12+,Games,1
1892,Stick Texting – The College Series,50511872,1.99,24,3.5,17+,Utilities,1
1893,"Writing Wizard - Kids Learn to Write Letters, Alphabet & Words",42598400,3.99,349,4.5,4+,Education,6
1894,Official Life in the UK Test – 3rd Edition,5627904,4.99,3,2.0,4+,Education,1
1895,Star Command,153100288,2.99,3473,4.0,12+,Games,1
1896,BAA Marathon,99851264,0.0,70,2.5,4+,Sports,17
1897,Dots: A Game About Connecting,112562176,0.0,11900,4.0,4+,Games,1
1898,Costume Quest,717484032,2.99,408,4.0,12+,Games,1
1899,Close Up Pics Quiz - Guess the Word Trivia Games,95661056,0.0,48032,4.5,4+,Games,1
1900,Make-Up Touch 2 - Kids Games & Girls Dressup Game,52653056,0.0,1214,3.5,4+,Games,25
1901,UE BOOM,27680768,0.0,612,2.5,4+,Music,8
1902,鬼とび,9931776,0.0,6,5.0,4+,Games,2
1903,Rivals for Catan,288161792,0.99,263,3.5,4+,Games,2
1904,Tetris® Blitz,131477504,0.0,122868,4.5,4+,Games,11
1905,Deus Ex: The Fall,1654582272,4.99,6764,4.0,17+,Games,5
1906,Baldur's Gate II:EE,2272493568,9.99,373,4.0,12+,Games,1
1907,Transport Tycoon,384600064,6.99,516,4.5,4+,Games,5
1908,e-Sword LT: Bible Study on the Go,18964480,1.99,2152,5.0,4+,Reference,3
1909,Duet Game,87994368,2.99,14407,5.0,4+,Games,14
1910,Crane Game Toreba!,36301824,0.0,323,2.5,4+,Games,5
1911,Glitché,30717952,0.99,1338,4.0,4+,Photo & Video,1
1912,McPlay™,408755200,0.0,3278,2.5,4+,Games,1
1913,The Inner World,2213945344,2.99,425,4.5,4+,Games,1
1914,美柚 - 女生助手,128416768,0.0,804,5.0,17+,Health & Fitness,2
1915,"Casino X - Free Slot Machines, Poker, Blackjack",74799104,0.0,416,4.0,12+,Games,18
1916,沪江开心词场-英语、日语、韩语学习助手,129157120,0.0,417,4.5,4+,Education,24
1917,Santa Call & Tracker - North Pole Command Center,206322688,3.99,953,4.5,4+,Entertainment,1
1918,Sniper Shooter: Gun Shooting Games,113509376,0.0,134080,5.0,12+,Games,1
1919,Castle Raid 2,346927104,2.99,452,4.5,9+,Games,1
1920,Memrise: learn languages,83949568,0.0,20383,5.0,4+,Education,24
1921,RUNNING for weight loss: workout & meal plans,110701568,0.0,6407,4.5,4+,Health & Fitness,10
1922,RUNNING for weight loss PRO: workout & meal plans,110566400,1.99,304,4.0,4+,Health & Fitness,10
1923,平安证券,102875136,0.0,0,0.0,4+,Finance,2
1924,"Thunderspace 5k ~ Focus, Sleep, Relax, Meditate in a thunderstorm with rain and nature sounds",119598080,2.99,1690,4.5,9+,Health & Fitness,4
1925,Buddy & Me,130174976,1.99,252,4.5,4+,Games,1
1926,达令全球好货－正品免税，带你购全球,34791424,0.0,19,4.5,12+,Shopping,2
